id,Team1,Team2,match_date,Season_Year,Venue_Name,City_Name,Country_Name,Toss_Winner,match_winner,Toss_Name,Win_Type,Outcome_Type,ManOfMach,Win_Margin
149,Delhi Daredevils,Royal Challengers Bangalore,04-04-2010,2010,Feroz Shah Kotla,Delhi,India,Delhi Daredevils,Delhi Daredevils,bat,runs,Result,PD Collingwood,37
150,Deccan Chargers,Rajasthan Royals,04-05-2010,2010,"Vidarbha Cricket Association Stadium, Jamtha",Nagpur,India,Rajasthan Royals,Rajasthan Royals,bat,runs,Result,SK Warne,2
151,Chennai Super Kings,Mumbai Indians,04-06-2010,2010,"MA Chidambaram Stadium, Chepauk",Chennai,India,Chennai Super Kings,Chennai Super Kings,bat,runs,Result,SK Raina,24
152,Rajasthan Royals,Kings XI Punjab,04-07-2010,2010,Sawai Mansingh Stadium,Jaipur,India,Kings XI Punjab,Rajasthan Royals,bat,wickets,Result,MJ Lumb,9
153,Kolkata Knight Riders,Delhi Daredevils,04-07-2010,2010,Eden Gardens,Kolkata,India,Kolkata Knight Riders,Kolkata Knight Riders,bat,runs,Result,SC Ganguly,14
154,Royal Challengers Bangalore,Deccan Chargers,04-08-2010,2010,M Chinnaswamy Stadium,Bangalore,India,Deccan Chargers,Deccan Chargers,field,wickets,Result,TL Suman,7
155,Kings XI Punjab,Mumbai Indians,04-09-2010,2010,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India,Mumbai Indians,Kings XI Punjab,bat,wickets,Result,KC Sangakkara,6
156,Deccan Chargers,Chennai Super Kings,04-10-2010,2010,"Vidarbha Cricket Association Stadium, Jamtha",Nagpur,India,Chennai Super Kings,Deccan Chargers,bat,wickets,Result,RJ Harris,6
157,Royal Challengers Bangalore,Kolkata Knight Riders,04-10-2010,2010,M Chinnaswamy Stadium,Bangalore,India,Royal Challengers Bangalore,Royal Challengers Bangalore,field,wickets,Result,R Vinay Kumar,7
158,Delhi Daredevils,Kings XI Punjab,04-11-2010,2010,Feroz Shah Kotla,Delhi,India,Delhi Daredevils,Kings XI Punjab,bat,wickets,Result,PP Chawla,7
159,Rajasthan Royals,Mumbai Indians,04-11-2010,2010,Sawai Mansingh Stadium,Jaipur,India,Rajasthan Royals,Mumbai Indians,field,runs,Result,SR Tendulkar,37
160,Deccan Chargers,Royal Challengers Bangalore,04-12-2010,2010,"Vidarbha Cricket Association Stadium, Jamtha",Nagpur,India,Royal Challengers Bangalore,Deccan Chargers,field,runs,Result,Harmeet Singh,13
161,Mumbai Indians,Delhi Daredevils,4/13/2010,2010,Brabourne Stadium,Mumbai,India,Mumbai Indians,Mumbai Indians,bat,runs,Result,KA Pollard,39
162,Chennai Super Kings,Kolkata Knight Riders,4/13/2010,2010,"MA Chidambaram Stadium, Chepauk",Chennai,India,Kolkata Knight Riders,Chennai Super Kings,bat,wickets,Result,R Ashwin,9
163,Rajasthan Royals,Royal Challengers Bangalore,4/14/2010,2010,Sawai Mansingh Stadium,Jaipur,India,Rajasthan Royals,Royal Challengers Bangalore,bat,wickets,Result,KP Pietersen,5
164,Chennai Super Kings,Delhi Daredevils,4/15/2010,2010,"MA Chidambaram Stadium, Chepauk",Chennai,India,Chennai Super Kings,Delhi Daredevils,bat,wickets,Result,G Gambhir,6
165,Kings XI Punjab,Deccan Chargers,4/16/2010,2010,Himachal Pradesh Cricket Association Stadium,Dharamsala,India,Deccan Chargers,Deccan Chargers,field,wickets,Result,RG Sharma,5
166,Royal Challengers Bangalore,Mumbai Indians,4/17/2010,2010,M Chinnaswamy Stadium,Bangalore,India,Royal Challengers Bangalore,Mumbai Indians,field,runs,Result,R McLaren,57
167,Kolkata Knight Riders,Rajasthan Royals,4/17/2010,2010,Eden Gardens,Kolkata,India,Rajasthan Royals,Kolkata Knight Riders,bat,wickets,Result,JD Unadkat,8
168,Kings XI Punjab,Chennai Super Kings,4/18/2010,2010,Himachal Pradesh Cricket Association Stadium,Dharamsala,India,Chennai Super Kings,Chennai Super Kings,field,wickets,Result,MS Dhoni,6
169,Delhi Daredevils,Deccan Chargers,4/18/2010,2010,Feroz Shah Kotla,Delhi,India,Deccan Chargers,Deccan Chargers,bat,runs,Result,A Symonds,11
170,Kolkata Knight Riders,Mumbai Indians,4/19/2010,2010,Eden Gardens,Kolkata,India,Mumbai Indians,Kolkata Knight Riders,bat,wickets,Result,M Kartik,9
171,Royal Challengers Bangalore,Mumbai Indians,4/21/2010,2010,Dr DY Patil Sports Academy,Mumbai,India,Mumbai Indians,Mumbai Indians,bat,runs,Result,KA Pollard,35
172,Chennai Super Kings,Deccan Chargers,4/22/2010,2010,Dr DY Patil Sports Academy,Mumbai,India,Chennai Super Kings,Chennai Super Kings,bat,runs,Result,DE Bollinger,38
173,Royal Challengers Bangalore,Deccan Chargers,4/24/2010,2010,Dr DY Patil Sports Academy,Mumbai,India,Deccan Chargers,Royal Challengers Bangalore,bat,wickets,Result,A Kumble,9
174,Chennai Super Kings,Mumbai Indians,4/25/2010,2010,Dr DY Patil Sports Academy,Mumbai,India,Chennai Super Kings,Chennai Super Kings,bat,runs,Result,SK Raina,22
175,Chennai Super Kings,Kolkata Knight Riders,04-08-2011,2011,"MA Chidambaram Stadium, Chepauk",Chennai,India,Chennai Super Kings,Chennai Super Kings,bat,runs,Result,S Anirudha,2
176,Deccan Chargers,Rajasthan Royals,04-09-2011,2011,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,Rajasthan Royals,Rajasthan Royals,field,wickets,Result,SK Trivedi,8
177,Kochi Tuskers Kerala,Royal Challengers Bangalore,04-09-2011,2011,Nehru Stadium,Kochi,India,Kochi Tuskers Kerala,Royal Challengers Bangalore,bat,wickets,Result,AB de Villiers,6
178,Delhi Daredevils,Mumbai Indians,04-10-2011,2011,Feroz Shah Kotla,Delhi,India,Delhi Daredevils,Mumbai Indians,bat,wickets,Result,SL Malinga,8
179,Pune Warriors,Kings XI Punjab,04-10-2011,2011,Dr DY Patil Sports Academy,Mumbai,India,Kings XI Punjab,Pune Warriors,bat,wickets,Result,SB Wagh,7
180,Kolkata Knight Riders,Deccan Chargers,04-11-2011,2011,Eden Gardens,Kolkata,India,Kolkata Knight Riders,Kolkata Knight Riders,bat,runs,Result,JH Kallis,9
181,Rajasthan Royals,Delhi Daredevils,04-12-2011,2011,Sawai Mansingh Stadium,Jaipur,India,Delhi Daredevils,Rajasthan Royals,bat,wickets,Result,SK Warne,6
182,Royal Challengers Bangalore,Mumbai Indians,04-12-2011,2011,M Chinnaswamy Stadium,Bangalore,India,Mumbai Indians,Mumbai Indians,field,wickets,Result,SR Tendulkar,9
183,Kings XI Punjab,Chennai Super Kings,4/13/2011,2011,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India,Kings XI Punjab,Kings XI Punjab,field,wickets,Result,PC Valthaty,6
184,Pune Warriors,Kochi Tuskers Kerala,4/13/2011,2011,Dr DY Patil Sports Academy,Mumbai,India,Kochi Tuskers Kerala,Pune Warriors,bat,wickets,Result,MD Mishra,4
185,Deccan Chargers,Royal Challengers Bangalore,4/14/2011,2011,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,Royal Challengers Bangalore,Deccan Chargers,field,runs,Result,DW Steyn,33
186,Rajasthan Royals,Kolkata Knight Riders,4/15/2011,2011,Sawai Mansingh Stadium,Jaipur,India,Kolkata Knight Riders,Kolkata Knight Riders,field,wickets,Result,G Gambhir,9
187,Mumbai Indians,Kochi Tuskers Kerala,4/15/2011,2011,Wankhede Stadium,Mumbai,India,Kochi Tuskers Kerala,Kochi Tuskers Kerala,field,wickets,Result,BB McCullum,8
188,Chennai Super Kings,Royal Challengers Bangalore,4/16/2011,2011,"MA Chidambaram Stadium, Chepauk",Chennai,India,Chennai Super Kings,Chennai Super Kings,bat,runs,Result,MEK Hussey,21
189,Deccan Chargers,Kings XI Punjab,4/16/2011,2011,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,Kings XI Punjab,Kings XI Punjab,field,wickets,Result,PC Valthaty,8
190,Pune Warriors,Delhi Daredevils,4/17/2011,2011,Dr DY Patil Sports Academy,Mumbai,India,Delhi Daredevils,Delhi Daredevils,field,wickets,Result,Yuvraj Singh,3
191,Kolkata Knight Riders,Rajasthan Royals,4/17/2011,2011,Eden Gardens,Kolkata,India,Kolkata Knight Riders,Kolkata Knight Riders,field,wickets,Result,L Balaji,8
192,Kochi Tuskers Kerala,Chennai Super Kings,4/18/2011,2011,Nehru Stadium,Kochi,India,Kochi Tuskers Kerala,Kochi Tuskers Kerala,field,wickets,Result,BB McCullum,7
193,Delhi Daredevils,Deccan Chargers,4/19/2011,2011,Feroz Shah Kotla,Delhi,India,Deccan Chargers,Deccan Chargers,bat,runs,Result,S Sohal,16
194,Mumbai Indians,Pune Warriors,4/20/2011,2011,Wankhede Stadium,Mumbai,India,Pune Warriors,Mumbai Indians,bat,wickets,Result,MM Patel,7
195,Kolkata Knight Riders,Kochi Tuskers Kerala,4/20/2011,2011,Eden Gardens,Kolkata,India,Kolkata Knight Riders,Kochi Tuskers Kerala,field,runs,Result,DPMD Jayawardene,6
196,Kings XI Punjab,Rajasthan Royals,4/21/2011,2011,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India,Rajasthan Royals,Kings XI Punjab,field,runs,Result,SE Marsh,48
197,Mumbai Indians,Chennai Super Kings,4/22/2011,2011,Wankhede Stadium,Mumbai,India,Chennai Super Kings,Mumbai Indians,field,runs,Result,Harbhajan Singh,8
198,Kolkata Knight Riders,Royal Challengers Bangalore,4/22/2011,2011,Eden Gardens,Kolkata,India,Royal Challengers Bangalore,Royal Challengers Bangalore,field,wickets,Result,CH Gayle,9
199,Delhi Daredevils,Kings XI Punjab,4/23/2011,2011,Feroz Shah Kotla,Delhi,India,Kings XI Punjab,Delhi Daredevils,field,runs,Result,DA Warner,29
200,Deccan Chargers,Mumbai Indians,4/24/2011,2011,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,Deccan Chargers,Mumbai Indians,field,runs,Result,SL Malinga,37
201,Rajasthan Royals,Kochi Tuskers Kerala,4/24/2011,2011,Sawai Mansingh Stadium,Jaipur,India,Rajasthan Royals,Rajasthan Royals,field,wickets,Result,SK Warne,8
202,Chennai Super Kings,Pune Warriors,4/25/2011,2011,"MA Chidambaram Stadium, Chepauk",Chennai,India,Pune Warriors,Chennai Super Kings,field,runs,Result,MEK Hussey,25
203,Delhi Daredevils,Royal Challengers Bangalore,4/26/2011,2011,Feroz Shah Kotla,Delhi,India,Royal Challengers Bangalore,Royal Challengers Bangalore,field,wickets,Result,V Kohli,3
204,Pune Warriors,Chennai Super Kings,4/27/2011,2011,Dr DY Patil Sports Academy,Mumbai,India,Pune Warriors,Chennai Super Kings,bat,wickets,Result,DE Bollinger,8
205,Kochi Tuskers Kerala,Deccan Chargers,4/27/2011,2011,Nehru Stadium,Kochi,India,Kochi Tuskers Kerala,Deccan Chargers,field,runs,Result,I Sharma,55
206,Delhi Daredevils,Kolkata Knight Riders,4/28/2011,2011,Feroz Shah Kotla,Delhi,India,Delhi Daredevils,Kolkata Knight Riders,field,runs,Result,MK Tiwary,17
207,Rajasthan Royals,Mumbai Indians,4/29/2011,2011,Sawai Mansingh Stadium,Jaipur,India,Rajasthan Royals,Rajasthan Royals,field,wickets,Result,J Botha,7
208,Royal Challengers Bangalore,Pune Warriors,4/29/2011,2011,M Chinnaswamy Stadium,Bangalore,India,Pune Warriors,Royal Challengers Bangalore,field,runs,Result,V Kohli,26
209,Kochi Tuskers Kerala,Delhi Daredevils,4/30/2011,2011,Nehru Stadium,Kochi,India,Delhi Daredevils,Delhi Daredevils,bat,runs,Result,V Sehwag,38
210,Kolkata Knight Riders,Kings XI Punjab,4/30/2011,2011,Eden Gardens,Kolkata,India,Kolkata Knight Riders,Kolkata Knight Riders,field,wickets,Result,Iqbal Abdulla,8
211,Rajasthan Royals,Pune Warriors,05-01-2011,2011,Sawai Mansingh Stadium,Jaipur,India,Rajasthan Royals,Rajasthan Royals,field,wickets,Result,LRPL Taylor,6
212,Chennai Super Kings,Deccan Chargers,05-01-2011,2011,"MA Chidambaram Stadium, Chepauk",Chennai,India,Chennai Super Kings,Chennai Super Kings,bat,runs,Result,JA Morkel,19
213,Mumbai Indians,Kings XI Punjab,05-02-2011,2011,Wankhede Stadium,Mumbai,India,Kings XI Punjab,Mumbai Indians,field,runs,Result,KA Pollard,23
214,Delhi Daredevils,Kochi Tuskers Kerala,05-02-2011,2011,Feroz Shah Kotla,Delhi,India,Kochi Tuskers Kerala,Kochi Tuskers Kerala,field,wickets,Result,P Parameswaran,7
215,Deccan Chargers,Kolkata Knight Riders,05-03-2011,2011,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,Deccan Chargers,Kolkata Knight Riders,field,runs,Result,YK Pathan,20
216,Chennai Super Kings,Rajasthan Royals,05-04-2011,2011,"MA Chidambaram Stadium, Chepauk",Chennai,India,Rajasthan Royals,Chennai Super Kings,bat,wickets,Result,MEK Hussey,8
217,Pune Warriors,Mumbai Indians,05-04-2011,2011,Dr DY Patil Sports Academy,Mumbai,India,Pune Warriors,Mumbai Indians,field,runs,Result,R Sharma,21
218,Kochi Tuskers Kerala,Kolkata Knight Riders,05-05-2011,2011,Nehru Stadium,Kochi,India,Kolkata Knight Riders,Kochi Tuskers Kerala,field,runs,Result,BJ Hodge,17
219,Deccan Chargers,Delhi Daredevils,05-05-2011,2011,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,Delhi Daredevils,Delhi Daredevils,field,wickets,Result,V Sehwag,4
220,Royal Challengers Bangalore,Kings XI Punjab,05-06-2011,2011,M Chinnaswamy Stadium,Bangalore,India,Kings XI Punjab,Royal Challengers Bangalore,field,runs,Result,CH Gayle,85
221,Kolkata Knight Riders,Chennai Super Kings,05-07-2011,2011,Eden Gardens,Kolkata,India,Chennai Super Kings,Kolkata Knight Riders,bat,runs,Result,Iqbal Abdulla,10
222,Mumbai Indians,Delhi Daredevils,05-07-2011,2011,Wankhede Stadium,Mumbai,India,Delhi Daredevils,Mumbai Indians,field,runs,Result,AT Rayudu,32
223,Royal Challengers Bangalore,Kochi Tuskers Kerala,05-08-2011,2011,M Chinnaswamy Stadium,Bangalore,India,Kochi Tuskers Kerala,Royal Challengers Bangalore,bat,wickets,Result,CH Gayle,9
224,Kings XI Punjab,Pune Warriors,05-08-2011,2011,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India,Kings XI Punjab,Pune Warriors,bat,wickets,Result,R Sharma,5
225,Rajasthan Royals,Chennai Super Kings,05-09-2011,2011,Sawai Mansingh Stadium,Jaipur,India,Rajasthan Royals,Chennai Super Kings,field,runs,Result,M Vijay,63
226,Deccan Chargers,Pune Warriors,05-10-2011,2011,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,Deccan Chargers,Pune Warriors,bat,wickets,Result,MR Marsh,6
227,Kings XI Punjab,Mumbai Indians,05-10-2011,2011,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India,Mumbai Indians,Kings XI Punjab,field,runs,Result,BA Bhatt,76
228,Rajasthan Royals,Royal Challengers Bangalore,05-11-2011,2011,Sawai Mansingh Stadium,Jaipur,India,Royal Challengers Bangalore,Royal Challengers Bangalore,field,wickets,Result,S Aravind,9
229,Chennai Super Kings,Delhi Daredevils,05-12-2011,2011,"MA Chidambaram Stadium, Chepauk",Chennai,India,Chennai Super Kings,Chennai Super Kings,bat,runs,Result,MS Dhoni,18
230,Kochi Tuskers Kerala,Kings XI Punjab,5/13/2011,2011,Holkar Cricket Stadium,Indore,India,Kings XI Punjab,Kings XI Punjab,field,wickets,Result,KD Karthik,6
231,Royal Challengers Bangalore,Kolkata Knight Riders,5/14/2011,2011,M Chinnaswamy Stadium,Bangalore,India,Royal Challengers Bangalore,Royal Challengers Bangalore,field,wickets,Result,CH Gayle,4
232,Mumbai Indians,Deccan Chargers,5/14/2011,2011,Wankhede Stadium,Mumbai,India,Deccan Chargers,Deccan Chargers,bat,runs,Result,A Mishra,10
233,Kings XI Punjab,Delhi Daredevils,5/15/2011,2011,Himachal Pradesh Cricket Association Stadium,Dharamsala,India,Delhi Daredevils,Kings XI Punjab,field,runs,Result,PP Chawla,29
234,Kochi Tuskers Kerala,Rajasthan Royals,5/15/2011,2011,Holkar Cricket Stadium,Indore,India,Kochi Tuskers Kerala,Kochi Tuskers Kerala,field,wickets,Result,BJ Hodge,8
235,Pune Warriors,Deccan Chargers,5/16/2011,2011,Dr DY Patil Sports Academy,Mumbai,India,Deccan Chargers,Deccan Chargers,field,wickets,Result,A Mishra,6
236,Kings XI Punjab,Royal Challengers Bangalore,5/17/2011,2011,Himachal Pradesh Cricket Association Stadium,Dharamsala,India,Kings XI Punjab,Kings XI Punjab,bat,runs,Result,AC Gilchrist,111
237,Chennai Super Kings,Kochi Tuskers Kerala,5/18/2011,2011,"MA Chidambaram Stadium, Chepauk",Chennai,India,Chennai Super Kings,Chennai Super Kings,bat,runs,Result,WP Saha,11
238,Pune Warriors,Kolkata Knight Riders,5/19/2011,2011,Dr DY Patil Sports Academy,Mumbai,India,Kolkata Knight Riders,Kolkata Knight Riders,field,wickets,Result,YK Pathan,7
239,Mumbai Indians,Rajasthan Royals,5/20/2011,2011,Wankhede Stadium,Mumbai,India,Mumbai Indians,Rajasthan Royals,bat,wickets,Result,SR Watson,10
240,Kings XI Punjab,Deccan Chargers,5/21/2011,2011,Himachal Pradesh Cricket Association Stadium,Dharamsala,India,Kings XI Punjab,Deccan Chargers,field,runs,Result,S Dhawan,82
241,Delhi Daredevils,Pune Warriors,5/21/2011,2011,Feroz Shah Kotla,Delhi,India,Delhi Daredevils,NULL,bat,NO Result,No Result,NULL,NULL
242,Royal Challengers Bangalore,Chennai Super Kings,5/22/2011,2011,M Chinnaswamy Stadium,Bangalore,India,Royal Challengers Bangalore,Royal Challengers Bangalore,field,wickets,Result,CH Gayle,8
243,Kolkata Knight Riders,Mumbai Indians,5/22/2011,2011,Eden Gardens,Kolkata,India,Mumbai Indians,Mumbai Indians,field,wickets,Result,JEC Franklin,5
244,Royal Challengers Bangalore,Chennai Super Kings,5/24/2011,2011,Wankhede Stadium,Mumbai,India,Chennai Super Kings,Chennai Super Kings,field,wickets,Result,SK Raina,6
245,Mumbai Indians,Kolkata Knight Riders,5/25/2011,2011,Wankhede Stadium,Mumbai,India,Mumbai Indians,Mumbai Indians,field,wickets,Result,MM Patel,4
246,Royal Challengers Bangalore,Mumbai Indians,5/27/2011,2011,"MA Chidambaram Stadium, Chepauk",Chennai,India,Mumbai Indians,Royal Challengers Bangalore,field,runs,Result,CH Gayle,43
247,Chennai Super Kings,Royal Challengers Bangalore,5/28/2011,2011,"MA Chidambaram Stadium, Chepauk",Chennai,India,Chennai Super Kings,Chennai Super Kings,bat,runs,Result,M Vijay,58
248,Chennai Super Kings,Mumbai Indians,04-04-2012,2012,"MA Chidambaram Stadium, Chepauk",Chennai,India,Mumbai Indians,Mumbai Indians,field,wickets,Result,RE Levi,8
249,Kolkata Knight Riders,Delhi Daredevils,04-05-2012,2012,Eden Gardens,Kolkata,India,Delhi Daredevils,Delhi Daredevils,field,wickets,Result,IK Pathan,8
250,Mumbai Indians,Pune Warriors,04-06-2012,2012,Wankhede Stadium,Mumbai,India,Mumbai Indians,Pune Warriors,field,runs,Result,SPD Smith,28
251,Rajasthan Royals,Kings XI Punjab,04-06-2012,2012,Sawai Mansingh Stadium,Jaipur,India,Kings XI Punjab,Rajasthan Royals,field,runs,Result,AM Rahane,31
252,Royal Challengers Bangalore,Delhi Daredevils,04-07-2012,2012,M Chinnaswamy Stadium,Bangalore,India,Delhi Daredevils,Royal Challengers Bangalore,field,runs,Result,AB de Villiers,20
253,Deccan Chargers,Chennai Super Kings,04-07-2012,2012,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,India,Deccan Chargers,Chennai Super Kings,field,runs,Result,RA Jadeja,74
254,Rajasthan Royals,Kolkata Knight Riders,04-08-2012,2012,Sawai Mansingh Stadium,Jaipur,India,Kolkata Knight Riders,Rajasthan Royals,field,runs,Result,BJ Hodge,22
255,Pune Warriors,Kings XI Punjab,04-08-2012,2012,Subrata Roy Sahara Stadium,Pune,India,Pune Warriors,Pune Warriors,bat,runs,Result,MN Samuels,22
256,Deccan Chargers,Mumbai Indians,04-09-2012,2012,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,India,Deccan Chargers,Mumbai Indians,bat,wickets,Result,RG Sharma,5
257,Royal Challengers Bangalore,Kolkata Knight Riders,04-10-2012,2012,M Chinnaswamy Stadium,Bangalore,India,Royal Challengers Bangalore,Kolkata Knight Riders,field,runs,Result,L Balaji,42
258,Delhi Daredevils,Chennai Super Kings,04-10-2012,2012,Feroz Shah Kotla,Delhi,India,Delhi Daredevils,Delhi Daredevils,field,wickets,Result,M Morkel,8
259,Mumbai Indians,Rajasthan Royals,04-11-2012,2012,Wankhede Stadium,Mumbai,India,Rajasthan Royals,Mumbai Indians,field,runs,Result,KA Pollard,27
260,Chennai Super Kings,Royal Challengers Bangalore,04-12-2012,2012,"MA Chidambaram Stadium, Chepauk",Chennai,India,Royal Challengers Bangalore,Chennai Super Kings,bat,wickets,Result,F du Plessis,5
261,Kings XI Punjab,Pune Warriors,04-12-2012,2012,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India,Kings XI Punjab,Kings XI Punjab,field,wickets,Result,AD Mascarenhas,7
262,Kolkata Knight Riders,Rajasthan Royals,4/13/2012,2012,Eden Gardens,Kolkata,India,Rajasthan Royals,Kolkata Knight Riders,bat,wickets,Result,Shakib Al Hasan,5
263,Delhi Daredevils,Deccan Chargers,4/19/2012,2012,Feroz Shah Kotla,Delhi,India,Deccan Chargers,Delhi Daredevils,bat,wickets,Result,KP Pietersen,5
264,Pune Warriors,Chennai Super Kings,4/14/2012,2012,Subrata Roy Sahara Stadium,Pune,India,Chennai Super Kings,Pune Warriors,bat,wickets,Result,JD Ryder,7
265,Kolkata Knight Riders,Kings XI Punjab,4/15/2012,2012,Eden Gardens,Kolkata,India,Kolkata Knight Riders,Kings XI Punjab,field,runs,Result,SP Narine,2
266,Royal Challengers Bangalore,Rajasthan Royals,4/15/2012,2012,M Chinnaswamy Stadium,Bangalore,India,Rajasthan Royals,Rajasthan Royals,bat,runs,Result,AM Rahane,59
267,Mumbai Indians,Delhi Daredevils,4/16/2012,2012,Wankhede Stadium,Mumbai,India,Delhi Daredevils,Delhi Daredevils,field,wickets,Result,S Nadeem,7
268,Rajasthan Royals,Deccan Chargers,4/17/2012,2012,Sawai Mansingh Stadium,Jaipur,India,Deccan Chargers,Rajasthan Royals,bat,wickets,Result,BJ Hodge,5
269,Royal Challengers Bangalore,Pune Warriors,4/17/2012,2012,M Chinnaswamy Stadium,Bangalore,India,Pune Warriors,Royal Challengers Bangalore,bat,wickets,Result,CH Gayle,6
270,Kings XI Punjab,Kolkata Knight Riders,4/18/2012,2012,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India,Kings XI Punjab,Kolkata Knight Riders,bat,wickets,Result,G Gambhir,8
271,Deccan Chargers,Delhi Daredevils,05-10-2012,2012,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,Deccan Chargers,Delhi Daredevils,bat,wickets,Result,DA Warner,9
272,Chennai Super Kings,Pune Warriors,4/19/2012,2012,"MA Chidambaram Stadium, Chepauk",Chennai,India,Pune Warriors,Chennai Super Kings,field,runs,Result,KMDN Kulasekara,13
273,Kings XI Punjab,Royal Challengers Bangalore,4/20/2012,2012,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India,Royal Challengers Bangalore,Royal Challengers Bangalore,field,wickets,Result,CH Gayle,5
274,Chennai Super Kings,Rajasthan Royals,4/21/2012,2012,"MA Chidambaram Stadium, Chepauk",Chennai,India,Rajasthan Royals,Chennai Super Kings,bat,wickets,Result,F du Plessis,7
275,Delhi Daredevils,Pune Warriors,4/21/2012,2012,Feroz Shah Kotla,Delhi,India,Delhi Daredevils,Pune Warriors,field,runs,Result,SC Ganguly,20
276,Mumbai Indians,Kings XI Punjab,4/22/2012,2012,Wankhede Stadium,Mumbai,India,Mumbai Indians,Kings XI Punjab,bat,wickets,Result,SE Marsh,6
277,Deccan Chargers,Kolkata Knight Riders,4/22/2012,2012,Barabati Stadium,Cuttack,India,Kolkata Knight Riders,Kolkata Knight Riders,field,wickets,Result,B Lee,5
278,Rajasthan Royals,Royal Challengers Bangalore,4/23/2012,2012,Sawai Mansingh Stadium,Jaipur,India,Rajasthan Royals,Royal Challengers Bangalore,field,runs,Result,AB de Villiers,46
279,Pune Warriors,Delhi Daredevils,4/24/2012,2012,Subrata Roy Sahara Stadium,Pune,India,Pune Warriors,Delhi Daredevils,bat,wickets,Result,V Sehwag,8
280,Kings XI Punjab,Mumbai Indians,4/25/2012,2012,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India,Kings XI Punjab,Mumbai Indians,bat,wickets,Result,AT Rayudu,4
281,Pune Warriors,Deccan Chargers,4/26/2012,2012,Subrata Roy Sahara Stadium,Pune,India,Deccan Chargers,Deccan Chargers,bat,runs,Result,CL White,18
282,Delhi Daredevils,Mumbai Indians,4/27/2012,2012,Feroz Shah Kotla,Delhi,India,Mumbai Indians,Delhi Daredevils,field,runs,Result,V Sehwag,37
283,Chennai Super Kings,Kings XI Punjab,4/28/2012,2012,"MA Chidambaram Stadium, Chepauk",Chennai,India,Kings XI Punjab,Kings XI Punjab,bat,runs,Result,Mandeep Singh,7
284,Kolkata Knight Riders,Royal Challengers Bangalore,4/28/2012,2012,Eden Gardens,Kolkata,India,Kolkata Knight Riders,Kolkata Knight Riders,bat,runs,Result,G Gambhir,47
285,Delhi Daredevils,Rajasthan Royals,4/29/2012,2012,Feroz Shah Kotla,Delhi,India,Delhi Daredevils,Delhi Daredevils,bat,runs,Result,V Sehwag,1
286,Mumbai Indians,Deccan Chargers,4/29/2012,2012,Wankhede Stadium,Mumbai,India,Mumbai Indians,Mumbai Indians,field,wickets,Result,DW Steyn,5
287,Chennai Super Kings,Kolkata Knight Riders,4/30/2012,2012,"MA Chidambaram Stadium, Chepauk",Chennai,India,Chennai Super Kings,Kolkata Knight Riders,bat,wickets,Result,G Gambhir,5
288,Deccan Chargers,Pune Warriors,05-01-2012,2012,Barabati Stadium,Cuttack,India,Deccan Chargers,Deccan Chargers,bat,runs,Result,KC Sangakkara,13
289,Rajasthan Royals,Delhi Daredevils,05-01-2012,2012,Sawai Mansingh Stadium,Jaipur,India,Rajasthan Royals,Delhi Daredevils,bat,wickets,Result,P Negi,6
290,Royal Challengers Bangalore,Kings XI Punjab,05-02-2012,2012,M Chinnaswamy Stadium,Bangalore,India,Kings XI Punjab,Kings XI Punjab,field,wickets,Result,Azhar Mahmood,4
291,Pune Warriors,Mumbai Indians,05-03-2012,2012,Subrata Roy Sahara Stadium,Pune,India,Mumbai Indians,Mumbai Indians,bat,runs,Result,SL Malinga,1
292,Chennai Super Kings,Deccan Chargers,05-04-2012,2012,"MA Chidambaram Stadium, Chepauk",Chennai,India,Chennai Super Kings,Chennai Super Kings,bat,runs,Result,SK Raina,10
293,Kolkata Knight Riders,Pune Warriors,05-05-2012,2012,Eden Gardens,Kolkata,India,Kolkata Knight Riders,Kolkata Knight Riders,bat,runs,Result,SP Narine,7
294,Kings XI Punjab,Rajasthan Royals,05-05-2012,2012,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India,Rajasthan Royals,Rajasthan Royals,bat,runs,Result,SR Watson,43
295,Mumbai Indians,Chennai Super Kings,05-06-2012,2012,Wankhede Stadium,Mumbai,India,Mumbai Indians,Mumbai Indians,field,wickets,Result,DR Smith,2
